anger,fear,sadness,trust,anticipation,joy,disgust,surprise
0.0,0.0,0.0,0.012345679012345678,0.0049382716049382715,0.0049382716049382715,0.0,0.0024691358024691358
0.000315059861373661,0.0004725897920604915,0.000315059861373661,0.003780718336483932,0.001575299306868305,0.001890359168241966,0.0001575299306868305,0.0001575299306868305
0.0,0.0014814814814814814,0.0014814814814814814,0.005925925925925926,0.0014814814814814814,0.0014814814814814814,0.0,0.0
0.0017921146953405018,0.0017921146953405018,0.0,0.01075268817204301,0.0,0.0017921146953405018,0.0,0.0
0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.0,0.0
0.0,0.0,0.0,0.01111111111111111,0.0,0.01111111111111111,0.0,0.0
0.0020161290322580645,0.0020161290322580645,0.0013440860215053762,0.003360215053763441,0.0026881720430107525,0.0006720430107526881,0.0013440860215053762,0.0006720430107526881
0.0008130081300813008,0.0016260162601626016,0.0,0.0036585365853658534,0.002845528455284553,0.005691056910569106,0.0,0.0008130081300813008
0.0007953340402969247,0.0013255567338282077,0.0005302226935312831,0.0013255567338282077,0.0,0.001855779427359491,0.0005302226935312831,0.00026511134676564154
0.0007953340402969247,0.0013255567338282077,0.0005302226935312831,0.0013255567338282077,0.0,0.001855779427359491,0.0005302226935312831,0.00026511134676564154
0.0007953340402969247,0.0013255567338282077,0.0005302226935312831,0.0013255567338282077,0.0,0.001855779427359491,0.0005302226935312831,0.00026511134676564154
0.0,0.0010526315789473684,0.0010526315789473684,0.0,0.004210526315789474,0.003157894736842105,0.0,0.0
0.0,0.0,0.0,0.00980392156862745,0.008986928104575164,0.007352941176470589,0.0,0.006535947712418301
0.0,0.0,0.0,0.008658008658008658,0.005411255411255411,0.004329004329004329,0.0,0.0032467532467532465
0.0,0.0,0.0,0.007272727272727273,0.0036363636363636364,0.007272727272727273,0.0,0.0
0.0,0.0021645021645021645,0.0,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.0,0.0010822510822510823
0.0,0.0,0.0037593984962406013,0.007518796992481203,0.005639097744360902,0.0037593984962406013,0.0,0.0
0.0,0.015789473684210527,0.0,0.010526315789473684,0.005263157894736842,0.005263157894736842,0.0,0.0
0.0,0.0,0.0,0.01948051948051948,0.012987012987012988,0.006493506493506494,0.0,0.0
0.0,0.007518796992481203,0.0,0.007518796992481203,0.0037593984962406013,0.011278195488721804,0.0,0.0
0.0,0.005681818181818182,0.0,0.014204545454545454,0.002840909090909091,0.005681818181818182,0.005681818181818182,0.002840909090909091
0.007936507936507936,0.0,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.0,0.0
0.006172839506172839,0.006172839506172839,0.0,0.006172839506172839,0.009259259259259259,0.006172839506172839,0.0,0.006172839506172839
0.0,0.0,0.0010775862068965517,0.005387931034482759,0.004310344827586207,0.005387931034482759,0.0021551724137931034,0.0010775862068965517
0.006191950464396284,0.006191950464396284,0.003095975232198142,0.006191950464396284,0.003095975232198142,0.006191950464396284,0.003095975232198142,0.0
0.006172839506172839,0.006172839506172839,0.0,0.006172839506172839,0.012345679012345678,0.006172839506172839,0.0,0.006172839506172839
0.0,0.008333333333333333,0.0,0.03333333333333333,0.016666666666666666,0.008333333333333333,0.0,0.0
0.0,0.0,0.0,0.01644736842105263,0.009868421052631578,0.013157894736842105,0.0,0.0
0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.03571428571428571,0.007142857142857143,0.0,0.007142857142857143,0.0
0.0,0.0,0.0,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.0,0.0
0.0,0.0014792899408284025,0.0014792899408284025,0.007396449704142012,0.00591715976331361,0.00591715976331361,0.0,0.004437869822485207
0.0007575757575757576,0.0007575757575757576,0.0,0.006060606060606061,0.0007575757575757576,0.007575757575757576,0.0007575757575757576,0.0022727272727272726
0.0,0.0,0.0,0.011337868480725623,0.006802721088435374,0.009070294784580499,0.0,0.0022675736961451248
0.0,0.0,0.0,0.008771929824561403,0.008771929824561403,0.014619883040935672,0.0,0.0
0.0,0.0010822510822510823,0.0,0.011904761904761904,0.0,0.0021645021645021645,0.0,0.0010822510822510823
0.0,0.0,0.0,0.007905138339920948,0.003952569169960474,0.003952569169960474,0.0,0.002635046113306983
0.002331002331002331,0.005827505827505828,0.0,0.005827505827505828,0.0034965034965034965,0.004662004662004662,0.0,0.0034965034965034965
0.004329004329004329,0.0,0.004329004329004329,0.004329004329004329,0.008658008658008658,0.0,0.004329004329004329,0.0
0.0,0.0011198208286674132,0.0,0.0033594624860022394,0.0022396416573348264,0.002799552071668533,0.0011198208286674132,0.0011198208286674132
0.0,0.0,0.0,0.01098901098901099,0.0,0.004395604395604396,0.0,0.0
0.001554001554001554,0.001554001554001554,0.002331002331002331,0.003108003108003108,0.003108003108003108,0.003108003108003108,0.000777000777000777,0.001554001554001554
0.0,0.003676470588235294,0.003676470588235294,0.007352941176470588,0.007352941176470588,0.014705882352941176,0.0,0.003676470588235294
0.0,0.0,0.004166666666666667,0.0062499999999999995,0.0062499999999999995,0.008333333333333333,0.0,0.004166666666666667
0.001876172607879925,0.0025015634771732333,0.0012507817385866166,0.004377736085053158,0.0012507817385866166,0.004377736085053158,0.0006253908692933083,0.0006253908692933083
